MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
1,2,40000,5,5,1,0,3,20,1,49,0
1,2,40000,4,3,1,1,3,5,1,55,0
1,2,40000,4,3,1,1,4,5,1,55,0
1,1,30000,0,0,1,1,1,5,3,45,0
1,1,30000,0,0,1,1,1,5,3,44,0
1,1,30000,0,0,1,1,1,5,3,44,0
1,2,30000,0,0,1,1,1,5,3,45,0
1,1,60000,2,1,1,1,2,5,1,65,0
1,2,60000,2,1,1,1,2,20,1,65,0
1,1,60000,2,1,1,1,2,20,1,64,0
1,2,60000,2,1,1,1,2,20,1,64,0
1,1,60000,2,1,1,1,2,20,1,64,0
1,1,120000,3,4,1,1,4,10,3,61,0
1,2,80000,4,1,1,1,2,20,3,64,0
1,1,90000,4,1,1,1,2,20,3,65,0
1,2,80000,5,1,1,1,3,20,3,67,0
1,1,80000,5,1,1,1,4,20,3,68,0
1,2,100000,0,5,1,0,2,20,2,43,0
1,2,100000,0,5,1,1,3,20,2,44,0
1,2,100000,0,5,1,1,3,20,2,45,0
1,2,100000,0,5,1,1,3,20,2,45,0
1,2,100000,0,5,1,1,3,20,2,45,0
1,1,100000,0,5,1,1,3,20,2,45,0
1,2,100000,0,5,1,0,4,20,2,45,0
1,1,30000,0,0,1,1,2,10,1,40,0
1,1,30000,0,0,1,0,2,1,1,40,0
1,1,40000,0,0,1,1,1,10,1,41,0
1,2,40000,0,0,1,1,2,10,1,41,0
1,1,40000,0,0,1,0,2,1,1,40,0
1,2,30000,0,0,1,1,2,10,1,37,0
1,1,30000,0,0,1,0,2,1,1,36,0
1,1,40000,0,0,1,1,2,10,1,38,0
1,2,40000,0,0,1,1,2,10,1,37,0
1,1,10000,5,0,1,1,2,10,2,72,0
1,2,40000,0,0,1,0,2,2,1,40,0
1,1,40000,0,0,1,1,2,10,1,40,0
1,2,40000,0,0,1,1,2,10,1,42,0
1,1,40000,0,0,1,1,2,10,1,42,0
1,2,40000,0,0,1,1,2,10,1,38,0
1,2,20000,4,0,1,1,2,10,2,70,0
1,2,90000,4,3,1,1,2,2,1,56,0
1,1,60000,2,0,1,0,2,2,1,61,0
1,2,60000,2,0,1,0,2,2,1,61,0
1,1,60000,2,0,1,0,2,10,1,61,0
1,1,30000,4,0,1,0,2,2,1,81,0
1,2,90000,4,3,1,1,3,2,1,57,0
1,1,90000,4,3,1,1,3,10,1,56,0
1,2,70000,3,1,1,1,0,10,1,62,0
1,1,20000,4,0,1,1,2,10,2,68,0
1,1,30000,3,0,1,1,2,10,2,64,0
1,1,30000,3,0,1,1,2,10,2,64,0
1,1,30000,0,0,1,1,2,10,1,41,0
1,1,60000,2,0,1,1,2,10,1,59,0
1,2,60000,2,0,1,1,2,10,1,59,0
1,1,60000,2,0,1,0,2,10,1,60,0
1,1,60000,2,0,1,0,2,10,1,61,0
1,1,60000,2,0,1,0,2,2,1,60,0
1,2,40000,4,3,1,1,2,5,1,55,0
1,2,40000,4,3,1,1,2,5,1,54,0
1,1,40000,4,3,1,1,3,20,1,55,0
1,1,30000,0,0,1,1,1,5,3,44,0
1,1,30000,0,0,1,0,1,5,3,44,0
1,1,30000,0,0,1,1,1,5,3,45,0
1,2,30000,1,0,1,1,1,2,3,100,0
1,1,30000,0,0,1,0,1,5,3,46,0
1,2,20000,2,0,1,0,2,2,1,88,0
1,2,30000,1,0,1,0,2,1,1,62,0
1,1,30000,2,0,1,0,2,1,1,61,0
1,1,30000,2,0,1,0,2,1,1,59,0
1,2,30000,2,0,1,0,2,1,1,59,0
1,1,10000,1,1,1,0,1,2,3,57,0
1,2,10000,1,1,1,1,1,5,3,57,0
1,1,20000,1,1,1,1,1,5,3,49,0
1,2,20000,2,2,1,1,0,1,3,51,0
1,2,20000,2,2,1,1,1,1,3,52,0
1,2,20000,2,2,1,1,1,1,3,51,0
1,1,20000,2,2,1,1,2,1,3,52,0
1,1,20000,2,2,1,0,2,1,3,52,0
1,1,20000,2,2,1,1,2,1,3,52,0
1,2,20000,0,0,1,1,1,5,3,39,0
1,1,10000,1,1,1,0,1,2,3,57,0
1,2,10000,1,1,1,0,1,5,3,57,0
1,1,10000,1,1,1,1,1,10,3,46,0
1,2,10000,2,2,1,1,0,1,3,46,0
1,1,10000,2,1,1,1,2,1,3,63,0
1,1,20000,2,2,1,1,1,1,3,51,0
1,1,10000,4,0,1,0,2,1,3,86,0
1,1,20000,2,2,1,1,2,1,3,52,0
1,2,20000,2,2,1,1,2,1,3,52,0
1,2,20000,3,3,1,1,0,1,3,53,0
1,1,20000,3,3,1,1,2,1,3,53,0
1,1,20000,0,0,1,1,1,5,3,40,0
1,1,20000,5,5,1,1,2,1,3,37,0
1,1,20000,5,5,1,1,2,1,3,37,0
1,1,20000,0,0,1,0,1,2,3,41,0
1,2,20000,0,0,1,0,1,5,3,40,0
1,1,10000,4,0,1,0,2,1,3,104,0
1,2,20000,3,0,1,1,2,5,1,89,0
1,1,40000,4,0,1,0,2,2,1,73,0
1,2,40000,4,0,1,0,2,5,1,72,0
1,2,40000,2,1,1,1,2,5,1,68,0
1,1,40000,2,1,1,1,2,5,1,67,0
1,1,60000,2,1,1,1,2,20,1,64,0
1,1,60000,2,1,1,1,2,20,1,64,0
1,1,90000,2,1,1,0,1,5,3,59,0
1,1,100000,2,3,1,1,4,5,3,62,0
1,2,100000,3,4,1,1,3,20,3,62,0
1,2,80000,5,2,1,1,2,20,3,65,0
1,1,90000,4,1,1,1,3,20,3,65,0
1,1,130000,4,5,1,1,3,1,3,65,0
1,2,90000,4,1,1,1,3,20,3,67,0
1,2,80000,5,1,1,1,3,20,3,67,0
1,1,120000,4,5,1,1,3,20,3,67,0
1,1,150000,4,5,1,1,4,1,3,67,0
1,2,130000,4,5,1,1,4,1,2,43,0
1,1,100000,0,5,1,1,3,20,2,44,0
1,2,130000,4,5,1,1,4,20,2,45,0
1,1,10000,2,1,1,1,2,10,2,67,0
1,2,40000,0,0,1,1,1,10,1,41,0
1,1,40000,0,0,1,0,2,1,1,42,0
1,2,30000,0,0,1,0,2,1,1,36,0
1,1,30000,0,0,1,0,2,1,1,36,0
1,2,30000,0,0,1,1,2,10,1,36,0
1,1,30000,0,0,1,0,2,1,1,36,0
1,2,30000,0,0,1,1,2,10,1,36,0
1,1,40000,0,0,1,1,2,10,1,38,0
1,1,40000,0,0,1,1,2,10,1,39,0
1,2,40000,0,0,1,1,2,10,1,41,0
1,2,60000,2,0,1,0,2,10,1,61,0
1,1,60000,2,0,1,1,2,10,1,61,0
1,1,60000,2,0,1,0,2,2,1,61,0
1,1,60000,2,0,1,0,2,10,1,61,0
1,2,120000,1,3,1,1,4,5,1,56,0
1,1,60000,2,0,1,1,2,10,1,62,0
1,1,60000,2,0,1,0,2,10,1,62,0
1,2,20000,4,0,1,1,2,10,2,69,0
1,1,20000,4,0,1,1,2,10,2,69,0
1,1,20000,4,0,1,0,2,2,2,70,0
1,2,30000,0,0,1,1,2,10,1,41,0
1,2,60000,2,0,1,0,2,2,1,59,0
1,1,60000,2,0,1,0,2,10,1,60,0
1,1,60000,2,0,1,0,2,10,1,59,0
1,1,60000,2,0,1,0,2,2,1,60,0
1,1,60000,2,0,1,1,2,10,1,61,0
1,1,40000,4,3,1,1,3,10,1,56,0
1,1,30000,0,0,1,1,1,5,3,44,0
1,2,30000,2,0,1,0,2,1,1,61,0
1,1,30000,2,0,1,0,2,1,1,60,0
1,1,30000,2,0,1,1,2,2,1,60,0
1,1,30000,2,0,1,0,2,1,1,59,0
1,1,30000,2,0,1,1,2,2,1,59,0
1,1,30000,2,0,1,0,2,1,1,59,0
1,1,30000,2,0,1,1,2,2,1,60,0
1,2,30000,2,0,1,0,2,1,1,59,0
1,2,30000,2,0,1,1,2,2,1,59,0
1,2,30000,2,0,1,1,2,2,1,59,0
1,1,30000,2,0,1,0,2,1,1,59,0
1,2,10000,2,1,1,1,2,10,2,67,0
1,2,30000,0,0,1,1,2,10,1,40,0
1,2,30000,0,0,1,1,2,10,1,40,0
1,2,30000,0,0,1,1,2,10,1,40,0
1,2,40000,0,0,1,1,1,10,1,41,0
1,1,40000,0,0,1,1,1,10,1,41,0
1,2,40000,0,0,1,0,2,1,1,41,0
1,1,40000,0,0,1,1,2,10,1,40,0
1,2,40000,0,0,1,0,2,1,1,40,0
1,1,40000,0,0,1,1,2,10,1,40,0
1,2,40000,0,0,1,1,2,10,1,39,0
1,1,40000,0,0,1,0,2,1,1,39,0
1,2,40000,0,0,1,1,2,10,1,41,0
1,2,40000,0,0,1,1,2,10,1,37,0
1,1,20000,4,0,1,0,2,2,2,72,0
1,1,10000,2,1,1,1,2,10,2,69,0
1,2,60000,2,0,1,0,2,2,1,62,0
1,2,60000,2,0,1,0,2,2,1,61,0
1,2,60000,2,0,1,1,2,10,1,61,0
1,2,60000,2,0,1,1,2,10,1,62,0
1,2,70000,4,3,1,1,0,2,1,61,0
1,2,70000,3,1,1,1,0,10,1,63,0
1,2,20000,4,0,1,1,2,10,2,68,0
1,1,30000,0,0,1,0,2,10,1,41,0
1,1,40000,0,0,1,1,2,10,1,41,0
1,1,40000,0,0,1,1,2,10,1,41,0
1,2,40000,0,0,1,1,2,10,1,42,0
1,1,60000,2,0,1,1,2,10,1,60,0
1,1,60000,2,0,1,0,2,10,1,60,0
1,1,60000,2,0,1,0,2,10,1,60,0
1,1,40000,4,3,1,1,2,5,1,56,0
1,1,40000,4,3,1,1,3,20,1,55,0
1,1,40000,4,0,1,0,2,2,1,72,0
1,1,40000,4,0,1,0,2,2,1,72,0
1,2,40000,5,0,1,0,2,5,1,71,0
1,2,40000,2,1,1,1,2,5,1,68,0
1,1,40000,2,1,1,0,2,5,1,69,0
1,1,60000,2,1,1,1,2,20,1,65,0
1,1,60000,2,1,1,1,2,20,1,66,0
1,1,60000,2,1,1,1,2,20,1,64,0
1,1,150000,3,4,1,0,4,1,3,62,0
1,1,160000,3,4,1,1,4,20,3,62,0
1,2,80000,4,1,1,1,2,20,3,64,0
1,2,90000,4,1,1,1,2,20,3,64,0
1,1,130000,4,5,1,0,3,20,3,66,0
1,1,80000,5,1,1,1,4,20,3,68,0
1,1,110000,4,5,1,1,3,20,3,68,0
1,1,100000,0,5,1,1,3,20,2,45,0
1,1,30000,0,0,1,0,1,5,3,44,0
1,2,30000,0,0,1,1,1,5,3,46,0
1,1,30000,0,0,1,1,1,5,3,45,0
1,1,30000,0,0,1,0,1,5,3,45,0
1,2,30000,1,0,1,1,1,10,1,62,0
1,2,30000,1,0,1,1,1,20,1,62,0
1,2,30000,2,0,1,1,2,2,1,61,0
1,1,30000,2,0,1,1,2,2,1,60,0
1,1,30000,2,0,1,1,2,2,1,60,0
1,1,30000,2,0,1,1,2,2,1,60,0
1,2,30000,2,0,1,0,2,1,1,60,0
1,2,30000,2,0,1,1,2,2,1,59,0
1,1,30000,2,0,1,1,2,2,1,60,0
1,2,30000,2,0,1,1,2,2,1,59,0
1,2,30000,2,0,1,1,2,2,1,59,0
1,1,40000,4,4,1,0,2,1,1,44,0
1,1,10000,1,1,1,1,1,5,3,56,0
1,2,10000,2,2,1,1,0,1,3,46,0
1,1,10000,3,0,1,0,2,1,3,65,0
1,2,10000,2,1,1,1,2,1,3,63,0
1,2,10000,3,3,1,0,0,1,3,49,0
1,1,20000,2,2,1,1,1,1,3,51,0
1,1,20000,2,2,1,1,1,1,3,51,0
1,2,20000,0,0,1,0,1,2,3,40,0
1,1,20000,0,0,1,0,1,5,3,40,0
1,1,20000,4,4,1,0,1,1,3,40,0
1,1,20000,0,0,1,1,1,5,3,38,0
1,1,20000,0,0,1,0,1,5,3,39,0
1,2,20000,0,0,1,1,1,5,3,40,0
1,2,20000,0,0,1,0,1,5,3,40,0
1,2,20000,0,0,1,0,1,10,3,41,0
1,1,20000,0,0,1,0,1,2,3,41,0
1,2,20000,0,0,1,0,1,10,3,40,0
1,1,30000,0,0,1,0,1,5,3,38,0
1,1,30000,0,0,1,0,1,5,3,39,0
1,2,10000,4,0,1,1,2,5,1,88,0
1,1,10000,2,2,1,0,0,1,3,47,0
1,2,10000,2,2,1,0,1,1,3,49,0
1,2,10000,2,2,1,0,1,1,3,49,0
1,1,10000,4,0,1,0,2,1,3,90,0
1,1,20000,2,0,1,1,1,5,3,89,0
1,2,20000,2,2,1,1,2,1,3,51,0
1,1,10000,4,0,1,0,2,1,3,87,0
1,2,10000,4,0,1,1,2,1,3,88,0
1,2,20000,3,3,1,1,1,1,3,53,0
1,1,20000,4,4,1,1,2,1,3,37,0
1,1,20000,4,4,1,1,2,1,3,37,0
1,2,30000,0,0,1,0,1,5,3,39,0
1,2,30000,0,0,1,0,1,2,3,39,0
1,1,20000,3,0,1,1,2,10,2,84,0
1,1,10000,2,1,1,1,2,10,2,67,0
1,2,30000,0,0,1,1,2,10,1,40,0
1,1,40000,0,0,1,1,1,10,1,41,0
1,2,40000,0,0,1,1,2,10,1,40,0
1,2,40000,0,0,1,1,2,10,1,40,0
1,1,40000,0,0,1,0,2,1,1,40,0
1,2,30000,0,0,1,0,2,1,1,36,0
1,1,30000,0,0,1,1,2,10,1,36,0
1,1,30000,0,0,1,1,2,10,1,36,0
1,2,40000,0,0,1,1,2,10,1,38,0
1,1,40000,0,0,1,0,2,1,1,40,0
1,2,40000,0,0,1,1,2,10,1,37,0
1,1,40000,0,0,1,0,2,2,1,40,0
1,2,10000,5,0,1,1,2,10,2,72,0
1,1,20000,4,0,1,0,2,2,2,72,0
1,1,20000,4,0,1,1,2,10,2,71,0
1,2,20000,4,0,1,0,2,2,2,70,0
1,1,20000,4,0,1,0,2,2,2,70,0
1,2,90000,4,3,1,1,2,2,1,55,0
1,1,60000,2,0,1,0,2,10,1,61,0
1,2,60000,2,0,1,0,2,10,1,61,0
1,1,120000,1,3,1,0,4,5,1,56,0
1,1,20000,4,0,1,0,2,2,2,70,0
1,2,20000,4,0,1,1,2,10,2,68,0
1,2,20000,4,0,1,0,2,2,2,68,0
1,2,40000,0,0,1,1,2,10,1,41,0
1,2,40000,0,0,1,1,2,10,1,41,0
1,1,30000,0,0,1,1,2,10,1,42,0
1,1,60000,2,0,1,1,2,10,1,59,0
1,1,60000,2,0,1,0,2,10,1,59,0
1,2,60000,2,0,1,1,2,10,1,60,0
1,2,60000,2,0,1,0,2,10,1,61,0
1,1,60000,2,0,1,0,2,10,1,60,0
1,2,40000,4,3,1,0,3,10,1,55,0
1,1,40000,4,0,1,0,2,2,1,72,0
1,2,40000,2,1,1,0,2,5,1,68,0
1,1,60000,2,1,1,1,2,20,1,65,0
1,1,60000,2,1,1,1,2,20,1,65,0
1,1,60000,2,1,1,1,2,20,1,65,0
1,1,60000,2,1,1,1,2,20,1,64,0
1,1,60000,2,1,1,1,2,20,1,65,0
1,2,60000,2,1,1,1,2,20,1,65,0
1,2,120000,2,4,1,1,4,10,3,60,0
1,1,170000,3,3,1,1,4,1,3,60,0
1,1,100000,2,3,1,1,4,20,3,61,0
1,2,100000,2,3,1,1,4,20,3,61,0
1,2,70000,5,1,1,1,2,5,3,72,0
1,1,100000,3,4,1,1,3,20,3,62,0
1,1,170000,5,4,1,1,4,1,3,62,0
1,2,170000,0,4,1,1,4,1,3,62,0
1,1,80000,5,2,1,1,2,20,3,65,0
1,2,120000,5,5,1,1,4,20,3,69,0
1,2,100000,0,5,1,1,4,20,2,45,0
1,2,110000,0,5,1,1,4,20,2,46,0
1,1,30000,0,0,1,0,1,5,3,38,0
1,2,30000,0,0,1,0,1,5,3,45,0
1,2,20000,2,0,1,0,2,1,1,63,0
1,1,20000,2,0,1,0,2,2,1,64,0
1,2,20000,2,0,1,1,2,2,1,64,0
1,1,20000,2,0,1,0,2,1,1,63,0
1,1,20000,2,0,1,0,2,1,1,64,0
1,1,30000,1,0,1,1,1,10,1,62,0
1,2,30000,1,0,1,0,2,1,1,61,0
1,2,30000,1,0,1,0,2,1,1,61,0
1,1,30000,2,0,1,0,2,1,1,61,0
1,2,30000,2,0,1,0,2,1,1,60,0
1,1,30000,2,0,1,0,2,1,1,60,0
1,1,30000,2,0,1,1,2,2,1,60,0
1,1,30000,2,0,1,1,2,2,1,61,0
1,2,30000,2,0,1,1,2,2,1,60,0
1,1,30000,2,0,1,1,2,2,1,59,0
1,2,30000,2,0,1,0,2,1,1,59,0
1,2,30000,2,0,1,0,2,1,1,59,0
1,2,10000,1,1,1,1,1,5,3,56,0
1,2,30000,0,0,1,0,1,2,3,38,0
1,2,40000,4,3,1,1,2,1,1,55,0
1,1,40000,4,3,1,1,3,10,1,55,0
1,1,10000,2,1,1,0,2,1,2,67,0
1,1,30000,0,0,1,1,2,10,1,40,0
1,1,30000,0,0,1,0,2,1,1,41,0
1,1,40000,0,0,1,0,2,1,1,41,0
1,2,40000,0,0,1,1,2,10,1,40,0
1,1,40000,0,0,1,1,2,10,1,40,0
1,2,30000,0,0,1,0,2,1,1,37,0
1,2,30000,0,0,1,1,2,10,1,36,0
1,2,40000,0,0,1,1,2,10,1,39,0
1,1,40000,0,0,1,1,2,10,1,40,0
1,1,40000,0,0,1,1,2,10,1,40,0
1,2,10000,5,0,1,1,4,10,2,72,0
1,1,10000,2,1,1,0,2,2,2,69,0
1,2,20000,4,0,1,1,2,10,2,70,0
1,1,20000,4,0,1,0,2,2,2,70,0
1,2,60000,2,0,1,0,2,10,1,61,0
1,2,70000,4,3,1,1,0,10,1,61,0
1,2,70000,4,3,1,1,0,10,1,61,0
1,1,90000,4,3,1,1,2,10,1,56,0
1,1,120000,1,3,1,1,4,5,1,56,0
1,2,120000,4,4,1,0,2,5,1,57,0
1,1,20000,4,0,1,0,2,2,2,70,0
1,1,20000,4,0,1,0,2,2,2,71,0
1,1,40000,0,0,1,1,2,10,1,42,0
1,2,40000,0,0,1,1,2,10,1,41,0
1,2,60000,2,0,1,0,2,10,1,60,0
1,1,40000,4,0,1,0,2,20,1,72,0
1,1,40000,4,0,1,1,2,20,1,72,0
1,2,40000,4,0,1,0,2,20,1,72,0
1,1,40000,4,0,1,0,2,5,1,72,0
1,2,40000,5,0,1,0,2,5,1,71,0
1,2,40000,5,0,1,0,2,20,1,71,0
1,2,40000,5,0,1,0,2,20,1,71,0
1,1,40000,2,1,1,1,2,5,1,69,0
1,2,40000,2,1,1,1,2,20,1,68,0
1,2,40000,2,1,1,1,2,5,1,68,0
1,2,60000,2,1,1,1,2,20,1,66,0
1,2,150000,2,3,1,1,4,1,3,59,0
1,2,120000,3,4,1,1,4,10,3,61,0
1,2,120000,3,4,1,1,4,10,3,60,0
1,2,80000,4,1,1,1,2,20,3,64,0
1,2,90000,4,1,1,1,2,20,3,65,0
1,2,130000,4,5,1,1,3,20,3,65,0
1,1,90000,4,1,1,1,3,20,3,66,0
1,2,120000,4,5,1,1,3,20,3,67,0
1,1,80000,5,1,1,1,4,20,3,68,0
1,1,80000,5,1,1,1,4,20,3,68,0
1,2,80000,5,1,1,1,4,20,3,68,0
1,1,120000,5,5,1,0,4,20,3,69,0
1,2,130000,5,5,1,1,4,1,2,46,0
1,2,10000,2,1,1,1,2,2,1,63,0
1,2,10000,2,1,1,1,2,1,1,63,0
1,2,20000,2,0,1,1,2,2,1,63,0
1,2,20000,2,0,1,0,2,1,1,64,0
1,2,20000,2,0,1,0,2,1,1,63,0
1,1,30000,1,0,1,0,2,1,1,61,0
1,1,30000,2,0,1,1,2,2,1,61,0
1,1,30000,2,0,1,0,2,1,1,61,0
1,2,30000,2,0,1,0,2,1,1,60,0
1,1,30000,2,0,1,1,2,2,1,61,0
1,2,30000,2,0,1,1,2,2,1,59,0
1,1,30000,2,0,1,1,2,2,1,59,0
1,1,30000,2,0,1,0,2,1,1,60,0
1,2,10000,4,0,1,0,2,1,3,65,0
1,2,10000,3,3,1,1,0,1,3,48,0
1,1,20000,1,1,1,0,1,5,3,50,0
1,1,20000,0,0,1,1,1,5,3,39,0
1,2,20000,4,4,1,1,2,1,3,37,0
1,2,20000,5,5,1,1,2,1,3,37,0
1,1,20000,0,0,1,0,1,2,3,40,0
1,2,20000,0,0,1,0,1,2,3,40,0
1,2,20000,0,0,1,0,1,10,3,41,0
1,1,20000,0,0,1,1,1,5,3,41,0
1,2,20000,0,0,1,0,1,10,3,40,0
1,2,10000,0,0,1,1,1,5,2,39,0
1,2,10000,1,1,1,1,1,5,3,57,0
1,2,10000,1,1,1,1,1,10,3,47,0
1,1,10000,1,1,1,0,2,1,3,46,0
1,1,10000,4,0,1,0,2,1,3,65,0
1,2,10000,2,1,1,1,2,1,3,63,0
1,1,10000,2,1,1,0,2,1,3,63,0
1,2,10000,3,3,1,1,1,1,3,50,0
1,2,20000,2,2,1,0,1,1,3,52,0
1,2,20000,2,2,1,1,2,1,3,51,0
1,1,20000,3,3,1,1,0,1,3,52,0
1,2,20000,3,3,1,1,2,1,3,53,0
1,1,10000,4,0,1,0,2,1,3,83,0
1,1,20000,0,0,1,0,1,5,3,39,0
1,1,20000,4,4,1,0,2,1,3,38,0
1,2,20000,4,4,1,1,2,1,3,37,0
1,1,20000,0,0,1,0,1,5,3,40,0
1,2,20000,0,0,1,0,1,10,3,41,0
1,1,20000,0,0,1,0,1,10,3,41,0
1,1,40000,4,3,1,1,3,10,1,55,0
1,1,40000,4,3,1,1,3,10,1,55,0
1,1,10000,2,1,1,1,2,10,2,67,0
1,1,30000,0,0,1,0,2,1,1,40,0
1,2,30000,0,0,1,1,2,10,1,41,0
1,1,40000,0,0,1,1,1,10,1,41,0
1,1,30000,0,0,1,1,2,10,1,37,0
1,1,30000,0,0,1,0,2,1,1,36,0
1,1,40000,0,0,1,0,2,1,1,38,0
1,2,40000,0,0,1,1,2,10,1,39,0
1,2,40000,0,0,1,0,2,1,1,38,0
1,1,40000,0,0,1,1,2,10,1,38,0
1,1,40000,0,0,1,0,2,1,1,39,0
1,1,40000,0,0,1,1,2,10,1,39,0
1,2,40000,0,0,1,1,2,10,1,40,0
1,1,40000,0,0,1,1,2,10,1,38,0
1,1,20000,4,0,1,1,2,10,2,71,0
1,1,90000,4,3,1,1,1,2,1,55,0
1,2,90000,4,3,1,1,1,10,1,55,0
1,2,60000,2,0,1,0,2,10,1,61,0
1,2,60000,2,0,1,0,2,10,1,62,0
1,1,60000,2,0,1,1,2,10,1,62,0
1,2,70000,4,3,1,1,0,2,1,61,0
1,2,70000,4,3,1,1,0,10,1,61,0
1,1,90000,4,3,1,1,2,10,1,56,0
1,2,90000,4,3,1,1,2,10,1,56,0
1,1,90000,4,3,1,0,3,2,1,56,0
1,1,90000,4,3,1,1,3,2,1,56,0
1,2,120000,1,3,1,1,4,5,1,56,0
1,1,20000,4,0,1,1,2,10,2,69,0
1,1,40000,0,0,1,1,2,10,1,41,0
1,1,50000,0,0,1,1,2,10,1,42,0
1,2,60000,2,0,1,1,2,10,1,60,0
1,1,60000,2,0,1,0,2,10,1,60,0
1,1,40000,4,0,1,0,2,2,1,73,0
1,2,40000,4,0,1,1,2,20,1,72,0
1,1,40000,4,0,1,1,2,20,1,72,0
1,1,40000,4,0,1,0,2,20,1,71,0
1,1,40000,4,0,1,0,2,20,1,72,0
1,1,40000,5,0,1,0,2,5,1,71,0
1,1,40000,5,0,1,0,2,5,1,71,0
1,2,40000,2,1,1,1,2,5,1,68,0
1,1,40000,2,1,1,0,2,5,1,68,0
1,2,60000,2,1,1,1,2,20,1,65,0
1,1,60000,2,1,1,1,2,20,1,65,0
1,2,60000,2,1,1,1,2,20,1,64,0
1,2,60000,2,1,1,1,2,20,1,64,0
1,2,70000,5,1,1,1,2,20,3,72,0
1,1,70000,5,1,1,1,2,5,3,71,0
1,1,80000,4,2,1,1,2,20,3,65,0
1,1,90000,4,1,1,1,2,20,3,66,0
1,2,80000,5,1,1,1,3,20,3,68,0
1,1,150000,4,5,1,1,4,20,3,67,0
1,1,120000,4,5,1,1,3,20,3,68,0
1,2,130000,5,5,1,1,4,20,3,68,0
1,1,100000,3,4,1,1,4,20,3,69,0
1,2,100000,3,4,1,0,4,10,3,69,0
1,2,110000,0,5,1,1,3,20,2,44,0
1,1,110000,0,5,1,1,3,20,2,45,0
1,1,30000,0,0,1,0,1,2,3,38,0
1,1,30000,0,0,1,0,1,5,3,45,0
1,2,10000,2,1,1,0,2,1,1,63,0
1,1,10000,2,1,1,1,2,2,1,63,0
1,2,20000,2,0,1,0,2,2,1,63,0
1,2,30000,1,0,1,1,2,2,1,61,0
1,2,30000,2,0,1,0,2,1,1,62,0
1,2,30000,2,0,1,0,2,2,1,61,0
1,1,30000,2,0,1,0,2,1,1,60,0
1,2,30000,2,0,1,1,2,2,1,59,0
1,2,30000,2,0,1,1,2,2,1,60,0
1,2,40000,4,0,1,1,2,20,1,73,0
1,2,40000,4,0,1,1,2,20,1,72,0
1,2,40000,4,0,1,1,2,20,1,72,0
1,2,40000,5,0,1,0,2,5,1,71,0
1,1,40000,5,0,1,1,2,20,1,71,0
1,1,40000,5,0,1,0,3,5,1,71,0
1,1,40000,2,1,1,1,2,20,1,68,0
1,2,40000,2,1,1,1,2,20,1,68,0
1,2,60000,2,1,1,1,2,20,1,65,0
1,1,60000,2,1,1,1,2,20,1,64,0
1,2,60000,2,1,1,1,2,20,1,64,0
1,1,120000,2,4,1,1,4,10,3,59,0
1,2,120000,3,4,1,1,4,10,3,61,0
1,1,150000,2,4,1,1,3,10,3,60,0
1,2,170000,3,3,1,0,4,10,3,62,0
1,1,100000,3,4,1,0,3,5,3,62,0
1,1,130000,4,5,1,0,1,1,3,62,0
1,1,80000,4,1,1,0,3,5,3,65,0
1,1,90000,4,1,1,1,2,20,3,65,0
1,1,90000,4,1,1,1,3,5,3,65,0
1,2,130000,4,5,1,1,3,20,3,65,0
1,2,80000,5,1,1,1,4,10,3,69,0
1,2,90000,4,1,1,1,3,20,3,68,0
1,2,90000,4,1,1,1,3,20,3,68,0
1,1,100000,3,4,1,1,4,20,3,68,0
1,2,130000,5,5,1,1,4,20,3,68,0
1,2,100000,3,4,1,1,4,20,3,70,0
1,1,100000,0,5,1,1,4,20,2,46,0
1,1,40000,4,3,1,1,2,1,1,56,0
1,1,40000,4,3,1,1,3,20,1,55,0
1,2,40000,4,3,1,1,3,10,1,55,0
1,2,30000,0,0,1,0,2,10,1,40,0
1,1,40000,0,0,1,1,1,10,1,42,0
1,1,40000,0,0,1,1,2,10,1,41,0
1,1,30000,0,0,1,0,2,1,1,36,0
1,2,30000,0,0,1,0,2,1,1,36,0
1,1,30000,0,0,1,1,2,10,1,36,0
1,2,30000,0,0,1,1,2,10,1,36,0
1,2,40000,0,0,1,0,2,1,1,39,0
1,1,40000,0,0,1,1,2,10,1,40,0
1,2,40000,0,0,1,0,2,1,1,39,0
1,2,40000,0,0,1,0,2,2,1,41,0
1,1,40000,0,0,1,0,2,2,1,38,0
1,1,40000,0,0,1,1,2,10,1,38,0
1,1,40000,0,0,1,1,2,10,1,39,0
1,1,20000,4,0,1,1,2,10,2,71,0
1,1,20000,4,0,1,0,2,2,2,70,0
1,2,120000,1,3,1,1,4,5,1,55,0
1,2,70000,4,3,1,1,0,2,1,61,0
1,1,90000,2,1,1,1,1,20,1,61,0
1,2,90000,4,3,1,0,3,2,1,56,0
1,2,120000,5,4,1,1,2,5,1,56,0
1,1,20000,4,0,1,1,2,10,2,69,0
1,2,50000,0,0,1,1,2,10,1,42,0
1,2,60000,2,0,1,1,2,10,1,60,0
1,2,60000,2,0,1,1,2,10,1,60,0
1,2,60000,2,0,1,1,2,10,1,60,0
1,2,60000,2,0,1,1,2,10,1,60,0
1,2,20000,2,0,1,0,2,2,1,63,0
1,1,20000,2,0,1,0,2,2,1,63,0
1,1,20000,2,0,1,0,2,2,1,63,0
