countryCode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate,LatePayment
406,7245-CKNCN,6/4/2012,2548747107,11/7/2012,12/7/2012,73.82,No,11/20/2012,Electronic,13,0,0
897,9460-VAZGD,8/10/2013,2549781436,7/24/2013,8/23/2013,79.06,No,8/13/2013,Paper,20,0,0
897,3271-YDPUJ,4/2/2013,2556169247,2/26/2013,3/28/2013,39.88,No,3/26/2013,Paper,28,0,0
391,5920-DPXLN,11/11/2012,2561298121,1/1/2013,1/31/2013,36.1,No,1/13/2013,Electronic,12,0,0
818,5924-UOPGH,6/6/2013,2567314578,4/14/2013,5/14/2013,81.26,No,5/7/2013,Paper,23,0,0
770,5592-UQXSS,12/31/2012,2570203308,5/28/2012,6/27/2012,44.33,No,6/29/2012,Paper,32,2,1
406,2621-XCLEH,9/24/2012,2571390571,6/24/2013,7/24/2013,90.62,No,7/29/2013,Electronic,35,5,1
897,7372-CESLR,1/11/2013,2585470999,3/17/2012,4/16/2012,34.57,No,4/9/2012,Paper,23,0,0
391,1080-NDGAE,9/28/2012,2592238538,5/27/2012,6/26/2012,92.25,Yes,6/29/2012,Paper,33,3,1
391,8156-PCYBM,3/3/2012,2597867711,1/19/2013,2/18/2013,55.82,No,2/12/2013,Electronic,24,0,0
818,5613-UHVMG,5/31/2012,2601239901,8/29/2012,9/28/2012,55.54,Yes,10/13/2012,Electronic,45,15,1
391,6160-HCSFI,1/10/2013,2603539730,2/25/2012,3/26/2012,83.21,No,3/19/2012,Paper,23,0,0
770,7856-ODQFO,8/5/2012,2606687623,7/27/2012,8/26/2012,63.17,No,8/22/2012,Paper,26,0,0
406,7938-EVASK,12/15/2012,2613739780,3/17/2013,4/16/2013,78.05,Yes,5/4/2013,Electronic,48,18,1
391,5529-TBPGK,8/9/2013,2620239474,11/12/2012,12/12/2012,76.12,Yes,12/23/2012,Paper,41,11,1
391,9841-XLGBV,1/3/2013,2624507671,9/19/2013,10/19/2013,68.58,No,10/9/2013,Electronic,20,0,0
770,3993-QUNVJ,12/31/2012,2631512798,4/16/2013,5/16/2013,77.61,No,4/27/2013,Electronic,11,0,0
897,8690-EEBEO,12/5/2012,2634865247,11/11/2013,12/11/2013,54.43,No,12/18/2013,Electronic,37,7,1
391,3598-DNURW,8/29/2012,2637006256,10/24/2012,11/23/2012,46.32,No,11/7/2012,Electronic,14,0,0
818,8887-NCUZC,1/22/2013,2640415165,1/12/2013,2/11/2013,36.96,No,2/9/2013,Paper,28,0,0
406,9758-AIEIK,4/23/2012,2649653276,5/14/2012,6/13/2012,52.88,No,6/2/2012,Electronic,19,0,0
770,9928-IJYBQ,3/18/2012,2652788570,11/2/2012,12/2/2012,56.53,No,12/9/2012,Electronic,37,7,1
818,8102-ABPKQ,8/29/2013,2659238903,3/9/2013,4/8/2013,46.86,No,4/12/2013,Paper,34,4,1
818,9181-HEKGV,10/16/2013,2666514859,8/27/2013,9/26/2013,99.82,Yes,10/6/2013,Paper,40,10,1
770,5592-UQXSS,12/31/2012,2669865910,9/7/2013,10/7/2013,14.53,No,10/3/2013,Electronic,26,0,0
391,3569-VJWXS,4/9/2013,2672884008,6/23/2013,7/23/2013,88.56,No,7/3/2013,Electronic,10,0,0
818,8102-ABPKQ,8/29/2013,2675977268,5/29/2013,6/28/2013,67.35,Yes,7/23/2013,Paper,55,25,1
391,2820-XGXSB,1/26/2012,2677499546,10/13/2013,11/12/2013,54.18,No,10/18/2013,Electronic,5,0,0
770,9928-IJYBQ,3/18/2012,2680537112,12/31/2012,1/30/2013,49.68,No,2/2/2013,Electronic,33,3,1
406,5164-VMYWJ,11/27/2013,2686795105,1/14/2013,2/13/2013,51.86,No,2/9/2013,Paper,26,0,0
391,3598-DNURW,8/29/2012,2690415975,7/20/2012,8/19/2012,84.54,No,8/13/2012,Paper,24,0,0
406,6833-ETVHD,4/30/2012,2691990675,5/1/2012,5/31/2012,93.7,No,5/21/2012,Electronic,20,0,0
770,7260-ZHAKS,6/17/2012,2693687613,11/6/2013,12/6/2013,56.24,No,11/27/2013,Electronic,21,0,0
897,7372-CESLR,1/11/2013,2694732247,3/18/2012,4/17/2012,30.08,No,4/9/2012,Paper,22,0,0
897,0688-XNJRO,6/24/2012,2698045799,3/26/2013,4/25/2013,55.16,Yes,5/27/2013,Electronic,62,32,1
406,7938-EVASK,12/15/2012,2699755955,6/22/2013,7/22/2013,38.81,No,7/27/2013,Electronic,35,5,1
770,6077-FDQRK,9/11/2012,2702927066,5/14/2013,6/13/2013,43.07,No,5/28/2013,Electronic,14,0,0
391,2423-QOKIO,5/11/2013,2714712437,12/28/2012,1/27/2013,96.31,No,1/22/2013,Paper,25,0,0
818,3568-JJMFW,1/9/2012,2717531125,10/5/2012,11/4/2012,83.13,Yes,10/28/2012,Electronic,23,0,0
818,6627-ELFBK,11/26/2012,2726493725,2/13/2013,3/15/2013,57.35,No,2/25/2013,Electronic,12,0,0
391,2423-QOKIO,5/11/2013,2726898858,6/1/2013,7/1/2013,77.98,No,6/18/2013,Electronic,17,0,0
406,6048-QPZCF,7/13/2012,2732194894,6/9/2013,7/9/2013,77.08,Yes,6/27/2013,Electronic,18,0,0
406,3448-OWJOT,9/15/2012,2739453651,9/14/2013,10/14/2013,60.14,Yes,10/16/2013,Electronic,32,2,1
406,8389-TCXFQ,8/24/2012,2741619477,6/11/2013,7/11/2013,88.19,No,7/6/2013,Electronic,25,0,0
391,2676-DZINU,10/19/2012,2742482273,11/15/2012,12/15/2012,55.93,Yes,12/6/2012,Electronic,21,0,0
897,9460-VAZGD,8/10/2013,2744921812,8/20/2012,9/19/2012,52.05,No,9/6/2012,Paper,17,0,0
897,0688-XNJRO,6/24/2012,2745672878,11/14/2012,12/14/2012,23.05,No,12/25/2012,Electronic,41,11,1
818,5875-VZQCZ,7/15/2013,2746735879,3/25/2013,4/24/2013,50.79,Yes,5/6/2013,Paper,42,12,1
406,4632-QZOKX,3/19/2013,2748256708,3/25/2013,4/24/2013,64.32,Yes,4/25/2013,Electronic,31,1,1
391,0379-NEVHP,4/6/2013,2748334767,6/24/2013,7/24/2013,61.66,No,7/11/2013,Electronic,17,0,0
391,7209-MDWKR,10/9/2013,2752068327,7/23/2013,8/22/2013,56.03,No,8/18/2013,Paper,26,0,0
770,4460-ZXNDN,6/27/2013,2757630472,4/28/2013,5/28/2013,62.63,No,6/1/2013,Paper,34,4,1
897,1168-BEASA,11/6/2013,2758133753,6/12/2013,7/12/2013,26.8,No,7/3/2013,Paper,21,0,0
770,2687-XWAMA,4/3/2013,2765073058,4/15/2013,5/15/2013,55.33,No,4/25/2013,Electronic,10,0,0
897,9460-VAZGD,8/10/2013,2771850469,10/28/2012,11/27/2012,45.13,No,11/22/2012,Paper,25,0,0
818,7695-NKUXM,11/21/2012,2783374260,3/20/2013,4/19/2013,49.9,No,3/24/2013,Electronic,4,0,0
406,7938-EVASK,12/15/2012,2794370654,1/16/2012,2/15/2012,87.78,No,2/20/2012,Paper,35,5,1
391,7841-HROAQ,9/15/2013,2800981232,7/2/2012,8/1/2012,89.14,No,7/28/2012,Paper,26,0,0
406,5164-VMYWJ,11/27/2013,2801147000,3/3/2013,4/2/2013,79.74,No,3/25/2013,Paper,22,0,0
391,0709-LZRJV,6/20/2013,2806337298,2/19/2012,3/20/2012,62.85,No,3/25/2012,Paper,35,5,1
406,8389-TCXFQ,8/24/2012,2806345363,4/18/2013,5/18/2013,50.37,No,5/8/2013,Electronic,20,0,0
391,5196-TWQXF,6/20/2012,2811916189,10/28/2013,11/27/2013,54.07,No,11/13/2013,Electronic,16,0,0
391,1080-NDGAE,9/28/2012,2818239190,7/15/2012,8/14/2012,61.48,No,8/13/2012,Paper,29,0,0
391,2820-XGXSB,1/26/2012,2819777550,5/24/2013,6/23/2013,61.45,No,5/28/2013,Electronic,4,0,0
391,9212-BTDMX,4/22/2012,2824604487,1/28/2012,2/27/2012,74.25,No,2/13/2012,Paper,16,0,0
770,6077-FDQRK,9/11/2012,2827612677,11/21/2012,12/21/2012,33.36,No,12/7/2012,Electronic,16,0,0
818,8102-ABPKQ,8/29/2013,2836103383,5/10/2012,6/9/2012,68.21,Yes,6/23/2012,Paper,44,14,1
406,9117-LYRCE,7/5/2013,2840107285,1/2/2013,2/1/2013,49.59,No,2/6/2013,Paper,35,5,1
770,9928-IJYBQ,3/18/2012,2843203106,6/27/2012,7/27/2012,45.75,No,7/31/2012,Electronic,34,4,1
406,9322-YCTQO,4/6/2012,2863276075,3/26/2012,4/25/2012,95.94,No,5/6/2012,Paper,41,11,1
391,3598-DNURW,8/29/2012,2867355070,11/5/2013,12/5/2013,90.41,No,11/22/2013,Electronic,17,0,0
391,6708-DPYTF,8/2/2012,2871447909,5/5/2013,6/4/2013,76.49,No,6/3/2013,Electronic,29,0,0
406,8976-AMJEO,3/3/2012,2872500354,3/25/2012,4/24/2012,67.41,No,4/18/2012,Electronic,24,0,0
391,0709-LZRJV,6/20/2013,2879905746,11/24/2013,12/24/2013,56.29,No,12/24/2013,Electronic,30,0,0
818,5875-VZQCZ,7/15/2013,2882083969,5/22/2013,6/21/2013,66.06,Yes,7/8/2013,Paper,47,17,1
770,7050-KQLDO,9/29/2012,2884857136,9/19/2012,10/19/2012,52.53,No,10/13/2012,Paper,24,0,0
897,7372-CESLR,1/11/2013,2898287464,10/28/2012,11/27/2012,12.7,No,11/25/2012,Paper,28,0,0
391,7329-TWKLF,11/20/2013,2899243412,6/30/2012,7/30/2012,74.22,No,7/23/2012,Paper,23,0,0
897,7372-CESLR,1/11/2013,2900528557,11/28/2012,12/28/2012,41.76,No,12/31/2012,Paper,33,3,1
391,7209-MDWKR,10/9/2013,2906379133,12/17/2012,1/16/2013,66.75,No,2/1/2013,Paper,46,16,1
391,1080-NDGAE,9/28/2012,2912484665,8/5/2013,9/4/2013,92.16,Yes,9/8/2013,Electronic,34,4,1
406,7245-CKNCN,6/4/2012,2923296215,1/4/2012,2/3/2012,67.71,No,1/28/2012,Paper,24,0,0
818,5148-SYKLB,8/28/2013,2924198306,10/31/2013,11/30/2013,91.26,No,11/22/2013,Electronic,22,0,0
818,6627-ELFBK,11/26/2012,2924562161,12/17/2012,1/16/2013,98.73,No,1/3/2013,Electronic,17,0,0
391,1080-NDGAE,9/28/2012,2925434206,10/11/2013,11/10/2013,76.07,No,10/23/2013,Electronic,12,0,0
897,6177-VTITE,10/26/2012,2926591272,6/22/2013,7/22/2013,36.62,Yes,7/16/2013,Electronic,24,0,0
770,7260-ZHAKS,6/17/2012,2936586813,4/30/2013,5/30/2013,59.78,No,5/30/2013,Electronic,30,0,0
818,7695-NKUXM,11/21/2012,2938081000,3/19/2012,4/18/2012,57.21,Yes,4/6/2012,Paper,18,0,0
406,8389-TCXFQ,8/24/2012,2941967523,1/12/2013,2/11/2013,60.35,Yes,2/17/2013,Electronic,36,6,1
770,7758-WKLVM,2/6/2012,2947584001,3/19/2013,4/18/2013,72.5,Yes,5/11/2013,Electronic,53,23,1
897,9460-VAZGD,8/10/2013,2947790220,1/5/2012,2/4/2012,32.28,No,1/19/2012,Paper,14,0,0
818,3271-HYHDN,4/28/2013,2949843698,4/10/2012,5/10/2012,39.35,No,4/15/2012,Paper,5,0,0
391,5920-DPXLN,11/11/2012,2952430924,6/11/2013,7/11/2013,53.09,No,6/21/2013,Electronic,10,0,0
406,5164-VMYWJ,11/27/2013,2953405140,8/21/2013,9/20/2013,61.41,No,9/12/2013,Paper,22,0,0
897,0688-XNJRO,6/24/2012,2960848343,8/22/2013,9/21/2013,36.6,No,9/26/2013,Electronic,35,5,1
391,6632-CGYHU,1/8/2013,2962262974,9/6/2013,10/6/2013,56.5,No,9/13/2013,Electronic,7,0,0
818,2824-HJQPP,9/4/2013,2964011777,1/6/2013,2/5/2013,70.5,No,1/30/2013,Paper,24,0,0
818,9181-HEKGV,10/16/2013,2966579935,5/18/2013,6/17/2013,99.85,Yes,7/15/2013,Paper,58,28,1
897,8942-ERSWK,1/11/2013,2969671399,5/26/2013,6/25/2013,7.47,No,5/31/2013,Electronic,5,0,0
897,1168-BEASA,11/6/2013,2969926155,6/11/2013,7/11/2013,82.63,No,7/3/2013,Paper,22,0,0
391,5920-DPXLN,11/11/2012,2969979027,12/30/2012,1/29/2013,50.34,No,1/14/2013,Electronic,15,0,0
770,6831-FIODB,5/8/2013,2970425808,8/13/2013,9/12/2013,35.74,No,9/1/2013,Electronic,19,0,0
897,7372-CESLR,1/11/2013,2977673351,6/3/2013,7/3/2013,34.89,No,6/24/2013,Electronic,21,0,0
406,8976-AMJEO,3/3/2012,2979360755,5/12/2012,6/11/2012,103.67,No,6/2/2012,Electronic,21,0,0
770,7856-ODQFO,8/5/2012,2987359559,3/8/2013,4/7/2013,57.96,Yes,4/24/2013,Electronic,47,17,1
391,0379-NEVHP,4/6/2013,2998565198,2/12/2012,3/13/2012,28.21,No,2/28/2012,Paper,16,0,0
391,6632-CGYHU,1/8/2013,3007642107,5/20/2012,6/19/2012,56.03,No,6/1/2012,Paper,12,0,0
818,8364-UWVLM,11/10/2012,3014047428,11/12/2012,12/12/2012,92.03,No,12/8/2012,Electronic,26,0,0
391,7209-MDWKR,10/9/2013,3021707927,8/20/2012,9/19/2012,75.55,No,9/17/2012,Paper,28,0,0
406,7600-OISKG,7/19/2013,3023099566,2/18/2013,3/20/2013,45.51,No,3/7/2013,Paper,17,0,0
770,2026-XLBER,11/12/2012,3025631462,4/26/2013,5/26/2013,103.54,Yes,5/25/2013,Electronic,29,0,0
897,9250-VHLWY,6/3/2013,3030097145,2/20/2012,3/21/2012,68.41,No,3/18/2012,Paper,27,0,0
818,5148-SYKLB,8/28/2013,3032739429,5/10/2013,6/9/2013,86.41,Yes,6/11/2013,Paper,32,2,1
818,1604-LIFKX,3/16/2013,3037486776,1/29/2013,2/28/2013,79.37,No,3/11/2013,Paper,41,11,1
818,8887-NCUZC,1/22/2013,3047515591,2/3/2013,3/5/2013,37.17,Yes,3/18/2013,Electronic,43,13,1
391,2676-DZINU,10/19/2012,3053205526,5/28/2012,6/27/2012,56.56,No,6/10/2012,Paper,13,0,0
770,9928-IJYBQ,3/18/2012,3053271258,4/3/2013,5/3/2013,83.95,No,5/9/2013,Electronic,36,6,1
391,0379-NEVHP,4/6/2013,3056950219,8/11/2013,9/10/2013,47.08,No,8/21/2013,Electronic,10,0,0
406,9758-AIEIK,4/23/2012,3059762404,5/25/2012,6/24/2012,51.34,No,6/11/2012,Electronic,17,0,0
391,6632-CGYHU,1/8/2013,3060840745,10/25/2012,11/24/2012,83.68,No,11/9/2012,Paper,15,0,0
391,9174-IYKOC,11/27/2012,3066073542,3/2/2012,4/1/2012,53.79,No,4/2/2012,Paper,31,1,1
818,2824-HJQPP,9/4/2013,3077571538,2/27/2013,3/29/2013,64.54,No,3/18/2013,Paper,19,0,0
406,4640-FGEJI,4/4/2013,3078815567,4/2/2013,5/2/2013,94.62,No,4/21/2013,Paper,19,0,0
770,7228-LEPPM,4/30/2012,3085234788,2/9/2013,3/11/2013,34.7,No,3/14/2013,Electronic,33,3,1
406,8389-TCXFQ,8/24/2012,3086321519,3/1/2013,3/31/2013,53.38,Yes,4/13/2013,Electronic,43,13,1
770,7758-WKLVM,2/6/2012,3089793704,10/9/2012,11/8/2012,56.82,No,11/10/2012,Electronic,32,2,1
406,9117-LYRCE,7/5/2013,3090463749,3/1/2013,3/31/2013,58.69,Yes,4/30/2013,Paper,60,30,1
391,9014-WENVB,8/3/2013,3090692385,11/22/2012,12/22/2012,89.68,No,12/24/2012,Paper,32,2,1
818,8364-UWVLM,11/10/2012,3091329049,2/6/2013,3/8/2013,91.59,Yes,3/8/2013,Electronic,30,0,0
818,6627-ELFBK,11/26/2012,3094167273,8/1/2013,8/31/2013,86.83,No,8/23/2013,Electronic,22,0,0
818,8102-ABPKQ,8/29/2013,3097229122,4/8/2013,5/8/2013,56.01,Yes,5/8/2013,Paper,30,0,0
391,9014-WENVB,8/3/2013,3102041998,1/17/2012,2/16/2012,69.99,No,2/15/2012,Paper,29,0,0
406,7600-OISKG,7/19/2013,3109120531,8/4/2013,9/3/2013,90.54,Yes,9/2/2013,Electronic,29,0,0
897,8942-ERSWK,1/11/2013,3110080050,9/18/2012,10/18/2012,13.06,No,9/30/2012,Paper,12,0,0
818,3568-JJMFW,1/9/2012,3110539999,3/30/2012,4/29/2012,36.21,Yes,4/29/2012,Electronic,30,0,0
391,7209-MDWKR,10/9/2013,3110878377,6/19/2013,7/19/2013,36.23,No,7/12/2013,Paper,23,0,0
897,8942-ERSWK,1/11/2013,3112379825,5/25/2013,6/24/2013,51.6,No,6/2/2013,Electronic,8,0,0
897,9250-VHLWY,6/3/2013,3113502518,9/15/2012,10/15/2012,46.49,No,10/15/2012,Paper,30,0,0
770,2026-XLBER,11/12/2012,3115534110,5/31/2013,6/30/2013,70.66,Yes,6/26/2013,Electronic,26,0,0
897,9250-VHLWY,6/3/2013,3121730234,10/5/2012,11/4/2012,48.87,No,10/26/2012,Paper,21,0,0
897,8942-ERSWK,1/11/2013,3123420222,7/3/2012,8/2/2012,25.41,No,7/11/2012,Paper,8,0,0
391,2423-QOKIO,5/11/2013,3138040805,10/2/2012,11/1/2012,75.21,No,11/1/2012,Paper,30,0,0
770,9149-MATVB,4/30/2013,3141193941,1/9/2013,2/8/2013,65.81,No,2/3/2013,Paper,25,0,0
818,6627-ELFBK,11/26/2012,3146057306,8/8/2012,9/7/2012,78,No,8/26/2012,Paper,18,0,0
818,7946-HJDUR,2/21/2012,3148320908,10/31/2013,11/30/2013,56.48,No,11/28/2013,Electronic,28,0,0
406,5284-DJOZO,9/11/2012,3148914031,2/28/2012,3/29/2012,78.91,No,3/14/2012,Paper,15,0,0
391,8156-PCYBM,3/3/2012,3148980303,5/17/2012,6/16/2012,82.2,No,6/15/2012,Electronic,29,0,0
897,9250-VHLWY,6/3/2013,3153726272,1/20/2013,2/19/2013,65.43,No,2/10/2013,Paper,21,0,0
406,8389-TCXFQ,8/24/2012,3154502347,3/10/2013,4/9/2013,37.02,Yes,4/5/2013,Electronic,26,0,0
770,2687-XWAMA,4/3/2013,3155625555,5/6/2013,6/5/2013,41.72,No,5/9/2013,Electronic,3,0,0
391,7841-HROAQ,9/15/2013,3155920868,8/8/2012,9/7/2012,53.74,No,9/4/2012,Paper,27,0,0
770,6077-FDQRK,9/11/2012,3158139891,7/29/2012,8/28/2012,32.59,No,8/16/2012,Paper,18,0,0
818,5613-UHVMG,5/31/2012,3160080084,4/16/2013,5/16/2013,71.86,No,5/24/2013,Electronic,38,8,1
770,3831-FXWYK,3/8/2013,3161602616,3/29/2012,4/28/2012,79.28,No,5/6/2012,Paper,38,8,1
391,3598-DNURW,8/29/2012,3162263646,9/29/2012,10/29/2012,90.91,No,10/19/2012,Electronic,20,0,0
406,7600-OISKG,7/19/2013,3163580771,8/1/2012,8/31/2012,79.02,Yes,8/30/2012,Paper,29,0,0
406,6048-QPZCF,7/13/2012,3166292468,9/25/2013,10/25/2013,88.58,Yes,10/19/2013,Electronic,24,0,0
818,3568-JJMFW,1/9/2012,3168924777,4/25/2013,5/25/2013,72.88,Yes,5/13/2013,Electronic,18,0,0
770,7050-KQLDO,9/29/2012,3170339882,3/7/2012,4/6/2012,62.24,No,4/5/2012,Paper,29,0,0
391,2125-HJDLA,5/22/2012,3171200707,12/30/2012,1/29/2013,61.93,No,2/16/2013,Electronic,48,18,1
897,7654-DOLHO,4/4/2012,3177584497,8/11/2012,9/10/2012,23.04,No,9/6/2012,Electronic,26,0,0
818,6004-KITZM,9/1/2013,3180169613,6/16/2012,7/16/2012,65.51,No,7/6/2012,Paper,20,0,0
406,7245-CKNCN,6/4/2012,3191043730,11/2/2012,12/2/2012,61.57,No,11/18/2012,Electronic,16,0,0
818,3568-JJMFW,1/9/2012,3191622040,5/25/2013,6/24/2013,96.64,Yes,6/10/2013,Electronic,16,0,0
897,9883-SDWFS,7/8/2013,3193716421,5/23/2012,6/22/2012,19.01,Yes,7/5/2012,Paper,43,13,1
818,8102-ABPKQ,8/29/2013,3197860193,9/22/2012,10/22/2012,32.86,No,11/2/2012,Paper,41,11,1
818,6627-ELFBK,11/26/2012,3205321485,1/20/2012,2/19/2012,60.52,No,2/11/2012,Paper,22,0,0
770,7260-ZHAKS,6/17/2012,3206241963,2/22/2013,3/24/2013,89.44,No,3/16/2013,Electronic,22,0,0
391,8820-BLYDZ,3/19/2013,3208997911,1/12/2013,2/11/2013,46.32,No,1/21/2013,Paper,9,0,0
391,2676-DZINU,10/19/2012,3218896620,8/5/2013,9/4/2013,52.5,No,8/13/2013,Electronic,8,0,0
818,8364-UWVLM,11/10/2012,3219214405,3/16/2013,4/15/2013,62.67,Yes,4/19/2013,Electronic,34,4,1
818,2824-HJQPP,9/4/2013,3223401501,11/30/2012,12/30/2012,100.08,No,12/30/2012,Paper,30,0,0
770,4460-ZXNDN,6/27/2013,3224727771,2/23/2013,3/25/2013,84.71,Yes,4/1/2013,Paper,37,7,1
406,9117-LYRCE,7/5/2013,3225557120,2/20/2013,3/22/2013,29.25,No,3/23/2013,Paper,31,1,1
391,6708-DPYTF,8/2/2012,3228259319,11/11/2012,12/11/2012,94.19,No,12/15/2012,Electronic,34,4,1
391,7841-HROAQ,9/15/2013,3230944193,7/24/2012,8/23/2012,77.84,No,8/15/2012,Paper,22,0,0
406,4092-ZAVRG,5/19/2012,3240616518,10/18/2013,11/17/2013,63.56,No,10/22/2013,Electronic,4,0,0
391,3569-VJWXS,4/9/2013,3242588970,5/15/2013,6/14/2013,35.23,No,6/7/2013,Electronic,23,0,0
770,4460-ZXNDN,6/27/2013,3242899571,3/25/2012,4/24/2012,45.59,No,4/28/2012,Paper,34,4,1
770,3993-QUNVJ,12/31/2012,3244991557,4/6/2013,5/6/2013,76.44,No,4/17/2013,Electronic,11,0,0
770,7758-WKLVM,2/6/2012,3248497540,6/9/2012,7/9/2012,68.06,No,7/6/2012,Electronic,27,0,0
770,7758-WKLVM,2/6/2012,3248545962,3/24/2012,4/23/2012,63.08,Yes,5/7/2012,Electronic,44,14,1
770,9149-MATVB,4/30/2013,3250840107,11/28/2013,12/28/2013,42.57,No,12/23/2013,Electronic,25,0,0
770,7856-ODQFO,8/5/2012,3261039339,3/29/2013,4/28/2013,14.63,No,4/24/2013,Electronic,26,0,0
770,9928-IJYBQ,3/18/2012,3264536681,10/15/2012,11/14/2012,32.77,No,11/16/2012,Electronic,32,2,1
406,8976-AMJEO,3/3/2012,3267864290,1/15/2012,2/14/2012,57.55,No,2/15/2012,Paper,31,1,1
897,9883-SDWFS,7/8/2013,3271911081,8/26/2013,9/25/2013,49.68,Yes,10/15/2013,Electronic,50,20,1
391,2676-DZINU,10/19/2012,3284111300,7/14/2012,8/13/2012,89.31,No,8/2/2012,Paper,19,0,0
406,5573-KSOIA,9/30/2013,3285658330,8/19/2013,9/18/2013,47.54,No,9/26/2013,Paper,38,8,1
391,1080-NDGAE,9/28/2012,3289097967,8/30/2013,9/29/2013,82.6,Yes,10/3/2013,Electronic,34,4,1
406,0783-PEPYR,11/27/2013,3289137440,8/2/2012,9/1/2012,84.75,No,9/13/2012,Paper,42,12,1
897,6391-GBFQJ,11/25/2013,3289419980,3/24/2012,4/23/2012,7.11,No,4/9/2012,Paper,16,0,0
391,9212-BTDMX,4/22/2012,3294653032,12/7/2012,1/6/2013,77.73,No,12/19/2012,Electronic,12,0,0
897,7372-CESLR,1/11/2013,3298709830,4/10/2012,5/10/2012,21.24,No,5/4/2012,Paper,24,0,0
406,9725-EZTEJ,3/17/2012,3312319528,6/7/2012,7/7/2012,72.6,No,6/16/2012,Electronic,9,0,0
770,6077-FDQRK,9/11/2012,3314980148,1/8/2012,2/7/2012,28.84,No,2/1/2012,Paper,24,0,0
770,2026-XLBER,11/12/2012,3315197094,9/13/2013,10/13/2013,61.79,Yes,10/3/2013,Electronic,20,0,0
406,6833-ETVHD,4/30/2012,3319185490,5/10/2012,6/9/2012,77.76,No,5/30/2012,Electronic,20,0,0
391,7329-TWKLF,11/20/2013,3320090298,5/19/2013,6/18/2013,79.65,No,6/5/2013,Paper,17,0,0
391,5529-TBPGK,8/9/2013,3336714183,3/17/2012,4/16/2012,53.36,No,4/15/2012,Paper,29,0,0
770,9323-NDIOV,7/9/2012,3341311423,9/2/2013,10/2/2013,68.97,No,9/28/2013,Electronic,26,0,0
391,0709-LZRJV,6/20/2013,3342383577,6/21/2013,7/21/2013,36.09,No,7/12/2013,Electronic,21,0,0
391,6632-CGYHU,1/8/2013,3345939091,11/21/2013,12/21/2013,102.41,No,11/28/2013,Electronic,7,0,0
818,3568-JJMFW,1/9/2012,3347038968,6/13/2012,7/13/2012,81.7,Yes,7/10/2012,Electronic,27,0,0
406,0783-PEPYR,11/27/2013,3347423476,5/27/2013,6/26/2013,104.52,No,7/7/2013,Paper,41,11,1
818,8102-ABPKQ,8/29/2013,3353183486,10/29/2012,11/28/2012,49.7,No,11/30/2012,Paper,32,2,1
391,0709-LZRJV,6/20/2013,3355481569,8/27/2013,9/26/2013,62.73,No,9/19/2013,Electronic,23,0,0
391,6160-HCSFI,1/10/2013,3357258713,3/24/2013,4/23/2013,65.37,No,4/7/2013,Electronic,14,0,0
406,5164-VMYWJ,11/27/2013,3359614666,10/30/2012,11/29/2012,56.93,No,11/17/2012,Paper,18,0,0
406,9322-YCTQO,4/6/2012,3362601597,11/30/2013,12/30/2013,52.54,No,1/5/2014,Electronic,36,6,1
770,2687-XWAMA,4/3/2013,3363342172,3/9/2013,4/8/2013,44.75,No,3/26/2013,Paper,17,0,0
406,4640-FGEJI,4/4/2013,3369665872,4/20/2013,5/20/2013,63.48,No,5/16/2013,Electronic,26,0,0
818,6627-ELFBK,11/26/2012,3371422208,5/11/2013,6/10/2013,61.03,No,5/25/2013,Electronic,14,0,0
897,8942-ERSWK,1/11/2013,3372046335,3/17/2012,4/16/2012,26.16,Yes,4/12/2012,Paper,26,0,0
818,8102-ABPKQ,8/29/2013,3374535086,8/12/2013,9/11/2013,49.31,Yes,9/30/2013,Paper,49,19,1
897,8942-ERSWK,1/11/2013,3378881881,3/16/2013,4/15/2013,13.88,No,3/21/2013,Electronic,5,0,0
897,8690-EEBEO,12/5/2012,3388237396,12/4/2012,1/3/2013,57.78,No,1/10/2013,Paper,37,7,1
818,1604-LIFKX,3/16/2013,3388733623,3/15/2012,4/14/2012,58.17,No,5/4/2012,Paper,50,20,1
391,1080-NDGAE,9/28/2012,3392014041,3/1/2012,3/31/2012,56.54,No,3/24/2012,Paper,23,0,0
818,5924-UOPGH,6/6/2013,3394333507,8/4/2013,9/3/2013,65.6,No,8/18/2013,Electronic,14,0,0
770,2026-XLBER,11/12/2012,3398429374,9/1/2013,10/1/2013,68.98,No,9/12/2013,Electronic,11,0,0
391,0379-NEVHP,4/6/2013,3399547582,10/24/2012,11/23/2012,50.7,No,11/6/2012,Paper,13,0,0
406,7245-CKNCN,6/4/2012,3404073698,5/22/2012,6/21/2012,87.82,No,6/13/2012,Paper,22,0,0
391,7329-TWKLF,11/20/2013,3414952429,3/10/2013,4/9/2013,62.24,No,4/5/2013,Paper,26,0,0
391,8156-PCYBM,3/3/2012,3416294053,1/4/2013,2/3/2013,58.03,No,2/3/2013,Electronic,30,0,0
406,7245-CKNCN,6/4/2012,3418724483,4/17/2013,5/17/2013,79.26,No,4/24/2013,Electronic,7,0,0
897,7372-CESLR,1/11/2013,3424410029,11/13/2013,12/13/2013,23.63,No,11/19/2013,Electronic,6,0,0
770,4460-ZXNDN,6/27/2013,3428691656,6/13/2013,7/13/2013,50.47,No,7/18/2013,Paper,35,5,1
