LoyaltyCardID,Region,Age,Bikes
18722,Pacific,44,2
19795,Pacific,55,2
11675,North America,41,2
11409,Europe,39,2
20483,North America,51,2
12717,Europe,38,2
26749,Pacific,46,2
17082,Europe,38,2
11570,Europe,47,2
15314,North America,66,2
20236,Pacific,50,2
12779,North America,56,2
26344,North America,47,2
13949,North America,53,2
18716,Pacific,44,2
15473,North America,44,2
29258,North America,57,2
22936,Pacific,51,2
27105,North America,42,2
24463,Pacific,82,2
14827,Europe,34,2
24381,Pacific,42,2
27356,Pacific,40,2
26298,North America,35,2
13062,North America,38,2
28885,Europe,46,2
16531,Europe,69,2
25222,Pacific,46,2
25561,Pacific,36,2
15997,North America,70,2
21986,Pacific,52,2
14024,North America,37,2
19037,Europe,57,2
24923,Pacific,37,2
17894,Europe,52,2
12042,North America,37,2
20444,Pacific,52,2
26604,North America,44,2
11830,North America,44,2
26486,North America,61,2
19450,Europe,46,2
26657,Pacific,38,2
12772,North America,58,2
15451,Europe,50,2
16025,Pacific,68,2
15644,Pacific,33,2
12980,North America,53,2
16447,Europe,44,2
17293,Pacific,46,2
28395,Europe,46,2
14148,Europe,55,2
13319,North America,59,2
27355,Pacific,39,2
25979,North America,44,2
15801,Pacific,49,2
13021,Pacific,66,2
18238,Pacific,43,2
19069,Europe,57,2
26153,Pacific,50,2
14572,North America,42,2
25119,Pacific,43,2
20558,Europe,56,2
20837,Europe,53,2
22109,North America,59,2
11329,North America,72,2
12108,North America,57,2
13384,North America,62,2
18302,Pacific,49,2
23376,North America,39,2
20863,Europe,43,2
26619,North America,53,2
17639,Europe,35,2
20049,Europe,41,2
18337,Pacific,65,2
24615,Pacific,41,2
13939,North America,46,2
18706,Pacific,43,2
14288,North America,47,2
28842,North America,41,2
19035,Europe,56,2
18164,Europe,59,2
27273,North America,42,2
14267,North America,37,2
20997,Pacific,33,2
20560,Europe,40,2
29019,North America,62,2
23532,Pacific,53,2
20226,Pacific,47,2
22193,Pacific,57,2
19423,Europe,42,2
27484,Pacific,64,2
27918,North America,35,2
26513,North America,63,2
26617,North America,52,2
17717,Europe,52,2
13912,North America,42,2
25962,North America,34,2
20627,Pacific,43,2
18701,Pacific,44,2
23306,North America,34,2
25114,Pacific,44,2
29278,North America,54,2
22234,North America,41,2
19599,Pacific,46,2
20839,Europe,54,2
20993,Pacific,34,2
15667,Europe,42,2
13433,North America,57,2
19419,Europe,42,2
20429,Pacific,60,2
27418,North America,64,2
14037,North America,39,2
19065,Europe,61,2
20034,North America,44,2
26649,North America,43,2
20914,Europe,40,2
26056,North America,47,2
19517,Europe,37,2
12915,North America,46,2
26681,North America,57,2
28296,North America,54,2
18467,Pacific,48,2
19772,Pacific,53,2
17799,Europe,48,2
15379,North America,49,2
26536,North America,40,2
22197,Pacific,56,2
24478,Pacific,46,2
15500,North America,43,2
24366,Pacific,33,2
13679,Europe,39,2
22173,Pacific,61,2
26631,North America,53,2
15734,Pacific,42,2
12075,North America,68,2
13032,North America,36,2
11933,North America,36,2
26569,Pacific,57,2
12523,Europe,36,2
17756,Europe,54,2
17892,Europe,57,2
26331,North America,45,2
12275,Europe,37,2
21423,North America,55,2
28859,North America,46,2
15558,North America,53,2
20869,Europe,38,2
14927,Europe,44,2
14952,Europe,48,2
28854,North America,37,2
11624,North America,34,2
19432,Europe,38,2
23867,North America,42,2
15527,North America,49,2
12154,North America,51,2
16639,Pacific,41,2
24310,North America,39,2
12520,Europe,36,2
13064,North America,33,2
12618,Europe,43,2
21659,North America,49,2
24609,Pacific,41,2
25214,Pacific,50,2
13087,North America,38,2
14003,North America,35,2
21621,North America,38,2
12103,North America,58,2
21016,Europe,47,2
14649,North America,41,2
24916,Pacific,42,2
11872,North America,40,2
24924,Pacific,41,2
22118,North America,59,2
15155,North America,71,2
16636,Pacific,42,2
20726,Europe,36,2
29223,North America,57,2
26315,North America,38,2
21984,Pacific,47,2
26591,Pacific,49,2
15767,Pacific,48,2
12230,Europe,57,2
15411,North America,69,2
24160,Pacific,32,2
11264,North America,48,2
13789,Europe,47,2
18026,Europe,49,2
19502,Europe,45,2
15029,Pacific,33,2
14419,North America,60,2
11546,Europe,45,2
23313,Pacific,65,2
14670,Pacific,44,2
20238,Pacific,45,2
20629,Pacific,43,2
18486,Pacific,56,2
16686,Pacific,50,2
18268,Pacific,50,2
15089,Europe,43,2
19320,Europe,46,2
23665,Pacific,42,2
20622,Pacific,40,2
27671,North America,60,2
13152,North America,35,2
13067,North America,38,2
18045,Europe,34,2
11924,North America,33,2
26916,Pacific,32,2
17240,Pacific,39,2
21408,Pacific,53,2
26534,North America,39,2
26292,North America,41,2
20892,Europe,45,2
15435,Pacific,66,2
27645,North America,46,2
25916,North America,34,2
26351,North America,48,2
15739,North America,70,2
12863,Europe,34,2
25716,Pacific,34,2
11654,North America,41,2
12581,Pacific,35,2
20982,Europe,71,2
15223,Pacific,42,2
16630,Pacific,40,2
12193,North America,59,2
19295,Europe,43,2
13563,Europe,43,2
15733,Pacific,41,2
24888,Pacific,38,2
18039,Europe,37,2
15144,Pacific,42,2
19308,Europe,45,2
16270,Europe,46,2
14720,Europe,42,2
28569,Europe,36,2
11984,North America,55,2
12266,Europe,48,2
15882,North America,67,2
15061,Europe,52,2
26485,North America,66,2
12143,North America,47,2
20549,Europe,55,2
15890,North America,66,2
15952,North America,56,2
24272,Pacific,56,2
13069,North America,38,2
19030,Europe,45,2
13461,North America,78,2
11623,North America,39,2
19312,Europe,45,2
26533,North America,44,2
13280,North America,37,2
27449,North America,45,2
20042,Europe,38,2
14730,North America,54,2
26018,North America,54,2
15768,North America,46,2
24368,Pacific,44,2
16742,Pacific,72,2
13992,North America,34,2
26919,Pacific,36,2
16026,Pacific,66,2
16098,North America,43,2
17962,Europe,38,2
17328,Pacific,49,2
12102,North America,63,2
17285,Pacific,44,2
12163,North America,49,2
24418,North America,57,2
15329,North America,64,2
23572,Pacific,59,2
20561,Europe,57,2
21983,Pacific,52,2
12949,North America,48,2
18047,Europe,39,2
15645,Pacific,34,2
21669,Europe,40,2
13435,North America,78,2
21768,North America,66,2
13714,North America,59,2
12975,North America,46,2
15851,North America,45,2
13542,Europe,49,2
16329,Europe,33,2
11798,North America,44,2
17830,Europe,50,2
19429,Europe,42,2
15303,North America,68,2
19386,Europe,38,2
12188,North America,52,2
13657,North America,72,2
19269,Pacific,36,2
12076,North America,63,2
19596,Pacific,44,2
26304,North America,42,2
26744,Pacific,45,2
13722,North America,58,2
12583,Pacific,36,2
26561,Pacific,56,2
20651,North America,42,2
15150,Pacific,42,2
23396,North America,47,2
17188,Europe,52,2
25052,Pacific,40,2
14158,Europe,44,2
13190,North America,71,2
15506,North America,36,2
19782,Pacific,58,2
27483,Pacific,58,2
16523,Pacific,34,2
20612,Pacific,39,2
19173,Europe,39,2
15276,North America,33,2
26676,North America,55,2
21222,Pacific,46,2
25887,North America,57,2
26058,North America,36,2
12578,Pacific,33,2
16743,Pacific,70,2
13702,North America,38,2
26624,North America,45,2
15014,Pacific,58,2
16308,Europe,44,2
27486,Pacific,57,2
25555,Pacific,33,2
11286,North America,51,2
17849,Europe,37,2
12208,North America,73,2
22909,Pacific,44,2
16476,Europe,39,2
19918,Europe,69,2
12220,Europe,52,2
12735,Europe,35,2
27459,North America,38,2
12079,North America,62,2
15312,North America,67,2
23107,Pacific,58,2
26761,Pacific,50,2
17279,Pacific,44,2
25982,North America,50,2
14746,North America,58,2
20625,Pacific,36,2
27617,North America,38,2
21629,North America,42,2
28285,North America,53,2
20807,Europe,57,2
16740,Pacific,72,2
17370,Pacific,68,2
21039,Europe,44,2
15802,Pacific,39,2
18277,Pacific,50,2
13882,North America,45,2
15897,North America,65,2
25985,North America,49,2
14385,North America,62,2
19911,Europe,57,2
22582,Pacific,33,2
16259,Europe,47,2
17742,Europe,51,2
22966,Pacific,50,2
27670,North America,48,2
12254,Europe,70,2
14382,North America,62,2
24266,Pacific,64,2
15827,North America,33,2
13984,North America,34,2
12833,Europe,43,2
17922,Pacific,35,2
15578,Pacific,37,2
23397,North America,53,2
12901,North America,44,2
11601,Europe,35,2
22910,Pacific,45,2
21949,Pacific,38,2
20613,Pacific,39,2
19257,Europe,53,2
20470,North America,51,2
14589,North America,41,2
15410,North America,60,2
16433,Europe,43,2
27573,North America,54,2
14485,North America,52,2
22904,Pacific,43,2
21348,North America,73,2
28156,North America,44,2
21231,Pacific,60,2
12913,North America,39,2
17764,Europe,38,2
25705,Pacific,33,2
16451,Europe,35,2
12265,Europe,53,2
23653,Pacific,39,2
20970,Europe,53,2
23486,North America,50,2
12069,North America,68,2
26608,North America,38,2
17803,Europe,43,2
13925,North America,44,2
16339,Pacific,62,2
18188,Pacific,38,2
23418,Pacific,40,2
12189,North America,47,2
17080,Europe,34,2
21558,Pacific,33,2
13176,North America,45,2
27097,North America,45,2
22913,Pacific,43,2
15892,North America,54,2
26487,North America,67,2
19076,Europe,64,2
17320,Pacific,43,2
11606,Europe,32,2
15040,Pacific,35,2
24170,Pacific,36,2
12886,North America,35,2
25866,North America,66,2
11778,North America,42,2
14966,Europe,48,2
22893,North America,53,2
29279,North America,59,2
16389,Europe,39,2
11582,Europe,44,2
18213,Pacific,42,2
19987,North America,41,2
17929,Europe,69,2
27281,North America,44,2
14990,Europe,37,2
26290,North America,39,2
15852,North America,40,2
12858,Europe,51,2
18452,Pacific,59,2
11598,Europe,34,2
19942,Europe,58,2
20150,Europe,70,2
19977,Pacific,42,2
15831,Pacific,73,2
13520,Pacific,35,2
17288,Pacific,43,2
26111,North America,58,2
17278,Pacific,32,2
12160,North America,49,2
12711,Europe,40,2
26692,North America,45,2
13230,North America,66,2
13278,North America,47,2
24281,Pacific,53,2
19605,Pacific,46,2
26758,Pacific,54,2
25221,Pacific,52,2
13328,North America,73,2
26238,North America,38,2
15499,North America,42,2
14883,North America,54,2
15770,North America,35,2
21205,Pacific,41,2
16407,Europe,47,2
20656,North America,43,2
15417,North America,66,2
24173,Pacific,34,2
13440,North America,45,2
23830,North America,40,2
17633,Europe,40,2
24458,Pacific,44,2
13101,North America,55,2
15427,North America,33,2
15555,North America,52,2
25272,Pacific,70,2
19084,Pacific,36,2
15262,Pacific,72,2
11292,North America,51,2
16271,Europe,47,2
18899,Pacific,63,2
15668,Europe,37,2
20023,North America,47,2
26280,North America,54,2
11666,North America,36,2
15220,Pacific,43,2
14998,Europe,39,2
21167,Pacific,32,2
12252,Pacific,35,2
19029,Europe,55,2
15914,North America,55,2
15983,North America,52,2
16311,Europe,45,2
17775,Europe,39,2
14584,North America,42,2
20885,Europe,45,2
18009,Europe,47,2
13897,North America,43,2
19301,Europe,61,2
14357,North America,45,2
18698,Pacific,44,2
20917,Europe,42,2
14494,North America,54,2
25886,North America,62,2
14646,North America,40,2
25949,Pacific,59,2
15472,North America,38,2
23314,Pacific,48,2
23281,North America,55,2
12813,Europe,45,2
13174,North America,44,2
16390,Europe,45,2
23538,Pacific,38,2
15179,Pacific,57,2
18463,Pacific,60,2
26321,North America,38,2
26191,Pacific,70,2
19467,Europe,49,2
15589,Pacific,44,2
27623,North America,56,2
12474,Europe,40,2
12830,Europe,48,2
20975,Europe,73,2
15404,North America,58,2
19337,Europe,42,2
14891,North America,53,2
16422,Europe,39,2
13898,North America,32,2
20717,Europe,34,2
14239,North America,71,2
26754,Pacific,52,2
23842,North America,42,2
14643,North America,46,2
22934,Pacific,50,2
12480,Europe,38,2
18010,Europe,42,2
24907,Pacific,39,2
26614,North America,51,2
19302,Europe,56,2
18275,Pacific,50,2
19258,Europe,42,2
19479,Europe,44,2
26329,North America,40,2
24502,Pacific,72,2
12485,Europe,43,2
12882,North America,40,2
12922,North America,36,2
15655,Europe,46,2
14374,North America,35,2
27487,Pacific,50,2
16515,Pacific,33,2
26097,North America,77,2
22373,North America,39,2
15597,Pacific,47,2
16176,Pacific,44,2
13298,North America,46,2
12438,North America,52,2
13660,North America,71,2
18768,Pacific,71,2
25945,Pacific,61,2
27427,North America,58,2
15004,Europe,39,2
15622,Europe,40,2
22041,North America,39,2
17334,Pacific,55,2
12225,Europe,54,2
15483,North America,41,2
26589,Pacific,44,2
13800,Europe,49,2
16521,Pacific,33,2
19564,Pacific,38,2
15764,Pacific,53,2
19193,Europe,42,2
21979,Pacific,45,2
24475,Pacific,49,2
11297,North America,78,2
21534,Europe,55,2
17249,Pacific,40,2
24344,North America,40,2
13019,North America,34,2
15899,North America,63,2
22921,Pacific,45,2
16031,Pacific,65,2
13548,Europe,42,2
20157,Pacific,35,2
11665,North America,42,2
20209,North America,54,2
12018,North America,32,2
18163,Europe,60,2
28066,North America,38,2
12773,North America,57,2
13093,North America,55,2
21258,Pacific,69,2
22058,North America,34,2
26547,Pacific,66,2
28393,Europe,46,2
14740,North America,53,2
16277,Europe,48,2
20719,Europe,40,2
15199,North America,56,2
25126,Pacific,40,2
13477,North America,58,2
25243,Pacific,55,2
20610,Pacific,34,2
25567,Pacific,35,2
26161,Pacific,47,2
27616,North America,47,2
26423,Pacific,37,2
11323,North America,74,2
22112,North America,58,2
20227,Pacific,46,2
23648,Pacific,38,2
26618,North America,53,2
28840,North America,41,2
28841,North America,41,2
12588,Pacific,35,2
20996,Pacific,34,2
27353,Pacific,39,2
15369,North America,51,2
19260,Europe,73,2
19562,Pacific,44,2
20249,Pacific,52,2
16161,Pacific,44,2
17948,Europe,53,2
25997,North America,51,2
18240,Pacific,43,2
27366,Pacific,36,2
26070,North America,56,2
24612,Pacific,42,2
16428,Europe,50,2
25234,Pacific,44,2
14915,North America,44,2
13839,Europe,39,2
13385,North America,62,2
15256,North America,35,2
11303,North America,52,2
15287,North America,40,2
19046,Europe,67,2
19922,Europe,58,2
13029,North America,35,2
11588,Europe,48,2
26753,Pacific,47,2
14285,North America,32,2
13453,North America,51,2
22031,Pacific,72,2
18470,Pacific,58,2
14851,Europe,40,2
28904,Europe,62,2
24008,Pacific,34,2
17216,Europe,62,2
14272,North America,39,2
25029,Pacific,60,2
21889,Pacific,39,2
16703,Pacific,50,2
17257,Pacific,42,2
20035,North America,44,2
21257,Pacific,72,2
24371,Pacific,47,2
19435,Europe,38,2
20427,Pacific,60,2
27096,North America,38,2
19613,Pacific,38,2
14946,Europe,47,2
19105,Pacific,42,2
25996,North America,51,2
26021,Pacific,43,2
19482,Europe,50,2
24917,Pacific,42,2
22199,Pacific,56,2
13214,North America,66,2
26084,North America,51,2
27493,Pacific,60,2
21957,Pacific,43,2
15475,North America,38,2
17109,Europe,41,2
16572,Europe,39,2
29261,North America,78,2
20430,Pacific,59,2
14112,North America,40,2
20624,Pacific,42,2
21947,Pacific,43,2
16475,Europe,33,2
15070,Europe,44,2
24167,Pacific,35,2
14289,North America,46,2
11671,North America,46,2
24165,Pacific,36,2
14006,North America,35,2
12177,North America,58,2
25937,Pacific,58,2
13811,Europe,50,2
18269,Pacific,44,2
11561,Europe,46,2
19434,Europe,38,2
11886,North America,55,2
24477,Pacific,52,2
15582,Pacific,44,2
14580,North America,40,2
17904,Pacific,33,2
15054,Europe,54,2
21943,Pacific,43,2
26538,North America,38,2
17229,Pacific,37,2
25947,Pacific,58,2
12766,North America,47,2
19558,Pacific,43,2
22203,Pacific,49,2
14377,North America,68,2
26110,North America,58,2
22987,Pacific,67,2
21956,Pacific,43,2
16157,Pacific,33,2
12829,Europe,48,2
12053,North America,45,2
15965,North America,51,2
19293,Europe,42,2
14606,North America,47,2
14834,Europe,35,2
27455,North America,44,2
20567,Europe,56,2
21572,Pacific,36,2
20241,Pacific,51,2
25926,Pacific,59,2
16546,Europe,53,2
14577,North America,44,2
25053,Pacific,50,2
16754,North America,40,2
18222,Pacific,38,2
27114,North America,40,2
11797,North America,38,2
12495,Europe,49,2
18907,Pacific,60,2
15763,North America,38,2
16412,Europe,37,2
18695,Pacific,43,2
14868,North America,37,2
15176,North America,40,2
25879,North America,64,2
24332,North America,49,2
15265,Pacific,72,2
26120,North America,62,2
15189,North America,33,2
21878,Pacific,37,2
18620,Europe,39,2
18008,Europe,47,2
20875,Europe,44,2
14818,Europe,48,2
17351,Pacific,71,2
20824,Europe,69,2
24461,Pacific,45,2
19357,Europe,33,2
14881,North America,48,2
27291,North America,46,2
13366,North America,61,2
11572,Europe,41,2
17762,Europe,43,2
15888,North America,66,2
11817,North America,36,2
26743,Pacific,51,2
21652,North America,44,2
17916,Pacific,35,2
14739,North America,58,2
22200,Pacific,56,2
17646,Europe,36,2
27250,North America,41,2
21642,North America,48,2
18468,Pacific,59,2
25889,North America,62,2
11345,Europe,56,2
20216,Pacific,44,2
20816,Pacific,32,2
20931,Europe,49,2
18301,Pacific,55,2
17353,Pacific,70,2
11516,North America,42,2
27288,North America,42,2
13885,North America,37,2
20256,Pacific,43,2
16661,Pacific,57,2
12804,Europe,44,2
24460,Pacific,50,2
11614,Europe,37,2
19095,Pacific,39,2
21882,Pacific,37,2
19433,Europe,43,2
15308,North America,57,2
15215,Pacific,46,2
27470,Pacific,66,2
12251,Pacific,36,2
23332,Pacific,52,2
13680,Europe,38,2
19899,Europe,45,2
23640,Pacific,38,2
12484,Europe,43,2
26241,North America,39,2
13793,Europe,47,2
14256,North America,69,2
27354,Pacific,33,2
13489,North America,73,2
19280,Europe,49,2
19359,Europe,49,2
11955,North America,38,2
12861,Europe,45,2
22986,Pacific,72,2
15170,Pacific,42,2
11577,Europe,47,2
13795,Europe,49,2
14104,North America,36,2
23420,Pacific,43,2
12240,Pacific,32,2
13807,Europe,48,2
12707,North America,71,2
13329,North America,74,2
11217,North America,63,2
14651,North America,52,2
16534,Europe,52,2
17979,Europe,44,2
14484,North America,47,2
15502,North America,40,2
26022,Pacific,38,2
13716,North America,59,2
26024,Pacific,37,2
16494,Pacific,52,2
15474,North America,43,2
27646,North America,51,2
27460,North America,39,2
25872,North America,54,2
19500,Europe,44,2
16524,Pacific,33,2
22032,Pacific,70,2
15151,Pacific,35,2
14023,North America,37,2
16351,Pacific,58,2
23998,Pacific,34,2
28191,North America,53,2
14750,North America,56,2
11571,Europe,46,2
26640,North America,53,2
12576,Pacific,34,2
14794,Europe,40,2
28065,North America,47,2
19620,Pacific,45,2
14671,Pacific,40,2
13735,North America,56,2
14438,North America,42,2
23725,North America,62,2
12452,North America,54,2
17246,Pacific,42,2
25557,Pacific,32,2
15302,North America,40,2
11382,Europe,44,2
15320,North America,49,2
19912,Europe,41,2
19792,Pacific,55,2
11625,North America,40,2
20552,Europe,50,2
13504,Europe,57,2
23101,Pacific,60,2
16745,Pacific,70,2
22732,North America,69,2
14378,North America,63,2
15073,Europe,37,2
19499,Europe,49,2
25708,Pacific,34,2
28062,North America,47,2
25711,Pacific,33,2
12162,North America,43,2
15032,Pacific,36,2
28769,North America,46,2
15463,Europe,69,2
29168,North America,43,2
13351,North America,69,2
21897,Pacific,41,2
20817,Pacific,35,2
17792,Europe,45,2
12209,North America,72,2
11270,North America,43,2
15388,North America,52,2
14116,North America,45,2
19855,North America,61,2
26150,Pacific,43,2
25034,Pacific,52,2
16687,Pacific,46,2
12762,North America,53,2
25215,Pacific,44,2
21179,Pacific,46,2
15456,Europe,72,2
29400,Europe,42,2
27651,North America,57,2
15325,North America,59,2
20375,North America,60,2
26921,Pacific,33,2
18484,Pacific,46,2
13736,North America,40,2
29138,North America,39,2
19607,Pacific,48,2
29175,North America,54,2
26923,Pacific,34,2
16562,Europe,37,2
20258,Pacific,39,2
20247,Pacific,46,2
13442,North America,50,2
16446,Europe,50,2
14044,North America,55,2
15569,North America,44,2
27439,North America,60,2
19844,North America,69,2
19565,Pacific,34,2
26658,Pacific,43,2
27365,Pacific,41,2
22877,North America,45,2
22926,Pacific,50,2
16201,Europe,41,2
13543,Europe,54,2
19979,Pacific,41,2
19950,Pacific,37,2
21552,Pacific,37,2
19288,Europe,53,2
25120,Pacific,37,2
24251,Pacific,66,2
12026,North America,34,2
29237,North America,49,2
15071,Europe,36,2
16352,Pacific,53,2
13402,North America,61,2
23573,Pacific,70,2
11607,Europe,32,2
25242,Pacific,49,2
17989,Europe,47,2
26439,Pacific,41,2
25868,North America,66,2
26655,Pacific,43,2
18217,Pacific,42,2
26623,North America,46,2
11628,North America,40,2
22180,Pacific,53,2
17769,Europe,54,2
19493,Europe,48,2
17095,Europe,41,2
26140,Pacific,46,2
14752,North America,55,2
12027,North America,34,2
17286,Pacific,40,2
14616,North America,45,2
17928,Europe,69,2
21393,Pacific,59,2
15808,Pacific,52,2
18458,Pacific,57,2
25559,Pacific,32,2
11956,North America,33,2
27279,North America,44,2
25709,Pacific,34,2
24176,Pacific,35,2
18740,Pacific,54,2
14601,North America,38,2
12917,North America,43,2
11578,Europe,48,2
20548,Europe,55,2
19341,Europe,46,2
20600,Pacific,32,2
23416,Pacific,39,2
15503,North America,40,2
16391,Europe,38,2
20836,Europe,42,2
12118,North America,51,2
19263,Europe,70,2
22938,Pacific,51,2
23316,Pacific,65,2
29274,North America,52,2
15209,Pacific,39,2
18691,Pacific,38,2
15537,North America,50,2
19956,Pacific,33,2
13862,North America,40,2
25051,Pacific,57,2
19027,Europe,55,2
15729,Pacific,35,2
15043,Pacific,35,2
22577,Pacific,32,2
12713,Europe,39,2
28871,North America,40,2
21899,Pacific,36,2
16945,Europe,74,2
20680,North America,41,2
18491,Pacific,55,2
26041,North America,55,2
18723,Pacific,49,2
14520,North America,34,2
22399,Pacific,33,2
26602,North America,49,2
14605,North America,47,2
20060,Europe,41,2
16685,Pacific,50,2
15985,North America,52,2
27093,North America,41,2
16629,Pacific,40,2
22207,Pacific,55,2
15214,Pacific,46,2
14603,North America,48,2
16180,Pacific,42,2
26148,Pacific,48,2
21092,Europe,49,2
12586,Pacific,34,2
13947,North America,53,2
15903,North America,62,2
16452,Europe,35,2
25108,Pacific,44,2
11042,North America,35,2
28298,North America,59,2
11813,North America,45,2
15046,Europe,69,2
14386,North America,66,2
11925,North America,34,2
18171,Europe,62,2
21559,Pacific,40,2
14645,North America,46,2
22033,Pacific,70,2
14381,North America,57,2
25717,Pacific,35,2
12241,Pacific,33,2
25948,Pacific,53,2
15562,North America,42,2
22946,Pacific,53,2
16741,Pacific,72,2
20811,Europe,70,2
24467,Pacific,52,2
15471,North America,44,2
19186,Europe,36,2
13420,North America,47,2
26747,Pacific,46,2
15213,Pacific,51,2
16525,Pacific,34,2
14283,North America,33,2
19791,Pacific,57,2
15337,North America,57,2
23310,Pacific,61,2
15648,Pacific,34,2
15901,North America,63,2
17896,Europe,52,2
25287,North America,34,2
16316,Europe,35,2
28240,North America,48,2
13039,North America,32,2
11776,North America,39,2
20215,Pacific,44,2
18243,Pacific,37,2
12487,Europe,43,2
17982,Europe,45,2
13829,Europe,36,2
24159,Pacific,33,2
14159,Europe,37,2
26666,Pacific,44,2
19360,Europe,50,2
26422,Pacific,37,2
13745,North America,56,2
26167,Pacific,54,2
13478,North America,58,2
20856,Europe,43,2
12981,North America,54,2
22409,Pacific,33,2
26750,Pacific,53,2
12187,North America,52,2
15211,Pacific,52,2
14105,North America,36,2
12747,Europe,35,2
28234,North America,48,2
24481,Pacific,49,2
19793,Pacific,55,2
19289,Europe,48,2
29167,North America,43,2
12156,North America,79,2
26560,Pacific,56,2
12172,North America,46,2
25998,North America,52,2
15166,North America,69,2
16940,Europe,49,2
15755,Pacific,51,2
15542,North America,45,2
20445,Pacific,52,2
21332,North America,58,2
14700,Europe,39,2
26300,North America,41,2
13844,Europe,37,2
17510,Pacific,52,2
25980,North America,44,2
20564,Europe,68,2
16713,Pacific,59,2
26066,North America,56,2
26309,North America,38,2
21056,Europe,44,2
18708,Pacific,43,2
24257,Pacific,59,2
19917,Europe,63,2
11082,North America,46,2
19048,Europe,66,2
12777,North America,56,2
19188,Europe,41,2
21568,Pacific,41,2
25970,North America,48,2
13401,North America,55,2
24587,Pacific,37,2
25827,Pacific,42,2
20842,Europe,52,2
22961,Pacific,46,2
18702,Pacific,45,2
26673,Pacific,46,2
12078,North America,68,2
12930,North America,43,2
18331,Pacific,67,2
19511,Europe,36,2
24465,Pacific,53,2
17753,Europe,53,2
18495,Pacific,49,2
26090,North America,46,2
12819,Europe,41,2
28061,North America,41,2
14978,Europe,35,2
23533,Pacific,53,2
13927,North America,49,2
11538,North America,53,2
13552,Europe,44,2
15167,North America,70,2
13525,Pacific,35,2
16278,Europe,48,2
27274,North America,42,2
19422,Europe,42,2
16929,Pacific,66,2
16028,Pacific,67,2
26683,North America,42,2
13906,North America,42,2
28418,Europe,51,2
17909,Pacific,35,2
26313,North America,35,2
15208,Pacific,50,2
13212,North America,67,2
25121,Pacific,43,2
29222,North America,43,2
19577,Pacific,41,2
26510,North America,64,2
12522,Europe,36,2
17891,Europe,57,2
18700,Pacific,44,2
22881,North America,47,2
13018,Pacific,68,2
20620,Pacific,42,2
21165,Pacific,43,2
23544,Pacific,44,2
14925,Europe,44,2
13820,Europe,49,2
14591,North America,47,2
26295,North America,41,2
16253,Europe,45,2
24009,Pacific,35,2
24301,Pacific,55,2
26343,North America,42,2
23866,North America,42,2
14951,Europe,48,2
13866,North America,40,2
21202,Pacific,47,2
15989,North America,52,2
19602,Pacific,47,2
11707,North America,49,2
12921,North America,46,2
21067,Europe,42,2
18903,Pacific,61,2
21658,North America,49,2
16638,Pacific,41,2
13083,North America,40,2
23434,Pacific,45,2
23429,Pacific,46,2
21948,Pacific,44,2
13747,North America,44,2
17902,Europe,71,2
27625,North America,57,2
27359,Pacific,35,2
14969,Europe,39,2
13086,North America,38,2
26609,North America,40,2
20054,Europe,40,2
11295,North America,58,2
15535,North America,49,2
15027,Pacific,59,2
17777,Europe,44,2
26135,Pacific,46,2
25229,Pacific,49,2
16442,Europe,33,2
12290,Europe,45,2
13279,North America,47,2
19283,Europe,54,2
15753,Pacific,56,2
19931,Europe,53,2
27606,North America,55,2
20162,Europe,69,2
11539,North America,48,2
12912,North America,45,2
14413,North America,62,2
11583,Europe,47,2
28071,North America,33,2
15757,Pacific,55,2
14560,North America,42,2
20845,Europe,48,2
14613,North America,38,2
27574,North America,44,2
13447,North America,50,2
21199,Pacific,51,2
15528,North America,39,2
16052,Europe,56,2
15665,Europe,53,2
29221,North America,48,2
26131,Pacific,49,2
23526,Pacific,50,2
28580,North America,41,2
12270,Europe,52,2
14406,North America,57,2
13173,North America,44,2
28674,North America,42,2
24457,Pacific,44,2
26511,North America,63,2
24162,Pacific,32,2
24378,Pacific,44,2
17950,Europe,54,2
28068,North America,43,2
11332,Europe,50,2
20220,Pacific,43,2
15178,Pacific,57,2
23575,Pacific,69,2
16347,Pacific,59,2
13380,North America,63,2
23323,Pacific,62,2
22404,Pacific,32,2
20852,Europe,37,2
16944,Europe,74,2
13884,North America,45,2
26040,North America,55,2
23325,Pacific,62,2
11266,North America,48,2
24666,North America,64,2
13742,North America,55,2
15228,Pacific,49,2
16707,Pacific,55,2
11818,North America,43,2
16427,Europe,41,2
22572,Pacific,32,2
18241,Pacific,44,2
18218,Pacific,37,2
19428,Europe,37,2
15088,Europe,38,2
24592,Pacific,37,2
14240,North America,71,2
19474,Europe,46,2
23859,North America,38,2
26603,North America,50,2
15399,North America,58,2
12856,Europe,39,2
14653,North America,54,2
12362,North America,66,2
26616,North America,42,2
27920,North America,40,2
21582,North America,35,2
14733,North America,60,2
23730,North America,62,2
18709,Pacific,43,2
17940,Europe,54,2
17910,Pacific,36,2
19944,Europe,64,2
26133,Pacific,49,2
26098,North America,77,2
19299,Europe,38,2
22202,Pacific,55,2
25971,North America,50,2
23408,Pacific,44,2
15596,Pacific,47,2
20933,Europe,34,2
13425,North America,48,2
15765,Pacific,53,2
28553,Europe,40,2
15267,Pacific,70,2
14793,Europe,45,2
13653,North America,72,2
14154,Europe,37,2
17920,Pacific,35,2
19192,Europe,43,2
19628,Pacific,56,2
